Index,UsingIP,LongURL,ShortURL,Symbol@,Redirecting//,PrefixSuffix-,SubDomains,HTTPS,DomainRegLen,Favicon,NonStdPort,HTTPSDomainURL,RequestURL,AnchorURL,LinksInScriptTags,ServerFormHandler,InfoEmail,AbnormalURL,WebsiteForwarding,StatusBarCust,DisableRightClick,UsingPopupWindow,IframeRedirection,AgeofDomain,DNSRecording,WebsiteTraffic,PageRank,GoogleIndex,LinksPointingToPage,StatsReport,class
11233,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11234,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11235,1,1,1,1,1,1,1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11236,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11237,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11238,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11239,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11240,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11241,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11242,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11243,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11244,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11245,1,1,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11246,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11247,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11248,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11249,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11250,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11251,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11252,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11253,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11254,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11255,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11256,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11257,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11258,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11259,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11260,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11261,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11262,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11263,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11264,1,1,1,1,1,-1,0,1,-1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11265,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11266,1,0,1,1,1,-1,-1,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11267,1,0,1,1,1,-1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11268,1,0,1,1,1,-1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11269,1,0,1,1,1,-1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11270,1,0,1,1,1,-1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11271,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11272,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11273,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11274,1,1,1,1,1,-1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11275,1,1,1,1,1,1,1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11276,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11277,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11278,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11279,1,1,1,1,1,1,1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11280,1,1,-1,1,1,1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11281,1,1,1,1,1,-1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11282,1,1,1,1,1,1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11283,1,1,1,1,1,-1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11284,1,0,1,1,1,-1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11285,1,-1,-1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11286,1,-1,-1,1,1,1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11287,1,0,-1,1,1,1,1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11288,1,-1,-1,1,1,1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11289,1,-1,-1,1,1,1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11290,1,-1,-1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11291,1,-1,-1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11292,1,1,1,1,1,-1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11293,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11294,1,1,1,1,1,-1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11295,1,1,1,1,1,-1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11296,1,1,1,1,1,-1,1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11297,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11298,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11299,1,1,1,1,1,1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11300,1,1,1,1,1,-1,0,1,-1,1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11301,1,0,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11302,1,1,1,1,1,1,1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11303,1,0,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11304,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11305,1,1,1,1,1,1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11306,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11307,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11308,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11309,1,1,1,1,1,1,0,-1,-1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11310,1,1,1,1,1,-1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11311,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11312,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11313,1,0,1,1,1,-1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11314,1,1,1,1,1,-1,0,-1,-1,-1,1,1,,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11315,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11316,1,0,1,1,1,-1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11317,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11318,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11319,1,1,1,1,1,-1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11320,1,-1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11321,1,1,1,1,1,1,1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11322,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11323,1,1,1,1,1,1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11324,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11325,1,1,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11326,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11327,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11328,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11329,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11330,1,1,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11331,1,0,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11332,1,1,-1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11333,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11334,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11335,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11336,1,1,1,1,1,1,1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11337,1,1,-1,1,1,-1,1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11338,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11339,1,1,1,1,1,-1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11340,1,-1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11341,1,-1,1,1,1,1,0,1,-1,1,1,1,-1.0,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11342,1,1,1,1,1,1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11343,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11344,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11345,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11346,1,0,1,1,1,-1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11347,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1.0,,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11348,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1.0,,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11349,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1.0,,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11350,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1.0,,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11351,1,-1,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11352,1,1,1,1,1,1,1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11353,1,1,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11354,1,1,1,1,1,1,1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11355,1,0,1,1,1,1,-1,1,-1,-1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11356,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11357,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11358,1,0,1,1,1,-1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11359,1,1,1,1,1,-1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11360,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11361,1,1,1,1,1,-1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11362,1,1,1,1,1,-1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11363,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11364,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11365,1,1,1,1,1,1,1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11366,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11367,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11368,1,1,1,1,1,1,1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11369,1,0,1,1,1,-1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11370,1,1,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11371,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11372,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11373,1,1,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11374,1,-1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11375,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11376,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11377,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11378,1,1,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11379,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11380,1,0,1,1,1,-1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11381,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11382,1,1,1,1,1,-1,1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11383,1,1,1,1,1,-1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11384,1,1,1,1,1,-1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11385,1,0,1,1,1,1,0,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11386,1,0,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11387,1,-1,1,1,1,-1,1,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11388,1,0,1,1,1,-1,0,1,-1,-1,1,1,-1.0,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11389,1,1,1,1,1,1,0,1,-1,1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11390,1,0,1,1,1,1,-1,1,1,1,1,1,-1.0,1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11391,1,-1,1,1,1,1,-1,1,1,1,1,1,-1.0,1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11392,1,1,1,1,1,1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11393,1,1,1,1,1,-1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11394,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11395,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11396,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11397,1,1,1,1,1,-1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11398,1,1,1,1,1,-1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11399,1,1,1,1,1,-1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11400,1,-1,1,1,1,-1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11401,1,1,1,1,1,1,0,1,1,-1,1,1,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11402,1,1,1,1,1,-1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11403,1,0,1,1,1,-1,-1,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11404,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11405,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11406,1,1,1,1,1,1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11407,1,1,1,1,1,-1,0,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11408,1,1,1,1,1,1,1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11409,1,1,1,1,1,-1,0,-1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11410,1,1,1,1,1,1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11411,1,1,1,1,1,-1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11412,1,1,1,1,1,-1,0,-1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11413,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1.0,,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
11414,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11415,1,1,1,1,1,-1,-1,1,1,-1,1,1,-1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1
